Ticker,Description,Shares Float,Market Capitalization,Pre-market Change %,Pre-market High,Pre-market Volume,Volume,Volume*Price,Open,Post-market Open,High,Low,Volatility,Change %,Sector,Volatility Month
CRD.B,Crawford & Company,6802577.163,526386206.2,,,,24628,227809,8.5,9.25,9.36,8.5,10.11764706,8.44079719,Finance,4.65197449
LAKE,"Lakeland Industries, Inc.",6873577.249,103135203.4,2.5,14.37,272,52885,741976.55,14.13,14.03,14.296,13.97,2.33357194,0.21428571,Consumer Non-Durables,4.99681091
MLP,"Maui Land & Pineapple Company, Inc.",6885465.433,275330780.3,,,,47553,668119.65,13.8,14.05,14.12,13.3501,5.766998,1.51734104,Finance,4.02943348
OTCM,OTC Markets Group Inc.,6903732.72,625207519.1,,,,5184,287712,55.65,,55.65,55.12,0.96153846,0.45248869,Finance,1.16016482
OMH,Ohmyhome Limited,6932447.4,85725000,0.18973214,4.5015,9139,182914,823113,4.4,4.5,4.5,4.26,5.63380282,0.44642857,Finance,12.67846655
UFPT,"UFP Technologies, Inc.",6984079.265,1477763344,-0.01075153,186,136,265457,51519894.56,185.52,194.08,194.985,185.38,5.18124933,4.33286743,Process Industries,3.30835071
USEA,United Maritime Corporation,7047767.363,23725630.68,1.09090909,2.78,1800,108880,300508.8,2.75,2.76,2.8498,2.72,4.77205882,0.36363636,Transportation,4.09608982
HBCP,"Home Bancorp, Inc.",7073460.667,278052203.5,,,,12161,409825.7,33.81,33.7,33.81,33.06,2.26860254,0.62705285,Finance,3.30946462
FZT,FAST Acquisition Corp. II,7075000.875,131762999.6,,,,7144,74154.72,10.27,,10.4,10.27,1.26582278,0.19305019,Finance,0.77319685
CASI,"CASI Pharmaceuticals, Inc.",7093365.713,33170552.54,4.69483568,2.23,700,122428,304845.72,2.24,2.49,2.54,2.2299,18.38647473,16.90140845,Health Technology,10.4579052
COCP,"Cocrystal Pharma, Inc.",7118984.291,25129261.8,,,,32095,79274.65,2.46,2.47,2.54,2.33,9.01287554,0.81632653,Health Technology,6.87293739
CVLG,"Covenant Logistics Group, Inc.",7124217.503,515536344.4,1.63111669,40.5,100,70469,2812417.79,40.27,39.91,40.7,39.72,2.4672709,0.15056462,Transportation,2.52247379
JAKK,"JAKKS Pacific, Inc.",7145783.387,219134580,0.23419204,21.4,100,101934,2262934.8,21.13,22.2,22.33,20.82,7.25264169,3.98126464,Consumer Durables,4.49700406
FCCO,First Community Corporation,7187951.723,136726906.3,,,,31181,561881.62,17.6255,18.02,18.03,17.6255,2.29497036,1.52112676,Finance,2.45004964
TRNS,"Transcat, Inc.",7298690.526,682894562.7,,,,21576,1927815.6,88.69,89.35,90.215,88.69,1.71947232,0.67605634,Electronic Technology,2.97316552
LTRN,Lantern Pharma Inc.,7427610.267,65359385.41,1.33111481,6.09,2796,88875,535027.5,6.18,6.02,6.18,5.87,5.28109029,0.16638935,Health Technology,6.50035409
KARO,Karooooo Ltd.,7431823.377,749991708.7,,,,27409,664161.1835,25.23,,25.23,23.1,9.22077922,1.64219799,Technology Services,4.4043229
ELA,Envela Corporation,7487919.732,207588904.6,,,,27780,214183.8,7.6,7.71,7.79,7.6,3.02631579,1.98412698,Retail Trade,3.78867055
TSQ,"Townsquare Media, Inc.",7507542.504,208082645.9,,,,173013,2057124.57,11.4,11.89,12.55,11.34,12.34567901,6.6367713,Consumer Services,4.98793099
GOCO,"GoHealth, Inc.",7519863.32,446079711.6,,,,47560,960236.4,19.72,20.19,20.44,19.38,5.46955624,2.07280081,Finance,7.12623735
CLGN,CollPlant Biotechnologies Ltd.,7653311.094,85464718.14,,,,11154,85216.56,7.53,,7.95,7.53,5.57768924,1.32625995,Health Technology,4.54317939
HY,"Hyster-Yale Materials Handling, Inc.",7716105.279,897573335.6,,,,76414,3997216.34,51.75,52.31,53.115,51.33,3.47749854,1.0821256,Producer Manufacturing,3.99011989
FBIZ,"First Business Financial Services, Inc.",7728140.767,252361330.7,,,,15086,459066.98,29.97,30.43,30.57,29.62,3.20729237,1.5348682,Finance,3.60007456
CMT,Core Molding Technologies Inc,7733719.205,176607646.3,,,,51307,994842.73,19.37,19.39,19.39,18.86,2.81018028,0.77962578,Producer Manufacturing,3.86114981
NTIC,Northern Technologies International Corporation,7762408.315,105839851.5,,,,5393,60940.9,11.3,11.3,11.37,11.3,1.15044248,0.53380783,Process Industries,1.08539216
OCEA,"Ocean Biomedical, Inc.",7767350.597,180947675.6,0.61099796,5.06,2021,222955,1186120.6,5,5.32,5.35,4.96,8.87096774,8.3503055,Health Technology,12.92972119
RGCO,RGC Resources Inc.,7870296.877,212590241.9,,,,27090,580267.8,21.27,21.42,21.93,21.27,3.10296192,0.28089888,Utilities,3.78013791
GHLD,Guild Holdings Company,7898973.662,733379461.4,0,11.95,600,38812,466908.36,11.77,12.03,12.21,11.7,4.35897436,0.75376884,Finance,3.98794749
IRON,"Disc Medicine, Inc.",7917947.896,1186501631,,,,528102,27978843.96,48.85,52.98,53.48,48.0625,11.27178153,7.20356131,Health Technology,9.34405259
MHUA,"Meihua International Medical Technologies Co., Ltd.",8005009.32,71820002.21,8.11808118,3.12,3617,26513,79539,2.9,3,3.025,2.8101,11.2095655,10.70110701,Health Technology,10.94283447
JYD,Jayud Global Logistics Limited,8067048.515,69700000,-2.47678019,3.16,3332,24237,79497.36,3.14,3.12,3.31,3.11,6.43086817,1.54798762,Transportation,8.64077369
TARO,Taro Pharmaceutical Industries Ltd.,8086815.29,1539948908,,,,54689,2240608.33,40.31,40.97,41.2,40.31,2.20788886,0.81200787,Health Technology,3.46067766
LSEA,Landsea Homes Corporation,8125959.121,335735586,,,,313570,2643395.1,8.1,8.43,8.46,7.98,6.39097744,6.03773585,Consumer Durables,5.27837128
PKOH,Park-Ohio Holdings Corp.,8176934.518,231672012,,,,74555,1347954.4,17.52,18.08,18.38,17.4484,5.3391715,2.61066969,Producer Manufacturing,4.74413036
NRP,Natural Resource Partners LP Limited Partnership,8211011.752,614801684.2,-0.29172744,47.85,479,9375,456187.5,47.96,48.66,49.2,47.85,2.82131661,1.39612419,Energy Minerals,3.28475921
SHUA,SHUAA Partners Acquisition Corp I,8228748.995,85497142.16,,,,22205,237371.45,10.71,10.69,11.0777,10.69,4.37511693,0.75400566,Finance,1.3764319
BSET,"Bassett Furniture Industries, Incorporated",8259821.015,127694874.3,,,,17917,256213.1,14.02,14.3,14.32,14.02,2.21112696,2.06995004,Consumer Durables,2.77017083
USAP,"Universal Stainless & Alloy Products, Inc.",8274810.909,116701403.8,3.75,12.45,100,98593,1269877.84,12.43,12.88,13,12.43,8.04505229,7.33333333,Non-Energy Minerals,3.34875665
RICK,"RCI Hospitality Holdings, Inc.",8289813.426,726693122.6,,,,23791,1833334.46,76.52,77.06,77.53,76.155,1.8055282,0.66623122,Consumer Services,2.77263719
JOUT,Johnson Outdoors Inc.,8329451.778,601519094,,,,44166,2619043.8,58.84,59.3,59.97,57.97,3.45006038,0.7817811,Consumer Durables,2.6698657
USAU,U.S. Gold Corp.,8378751.136,38756525.07,,,,62572,260925.24,4.08,4.17,4.21,4.04,4.20792079,2.45700246,Non-Energy Minerals,4.225648
SURG,"SurgePays, Inc.",8490738.821,109046287.7,-2.63852243,7.43,2587,248386,1912572.2,7.45,7.7,7.97,7.4,7.7027027,1.58311346,Technology Services,7.6402648
TACT,TransAct Technologies Incorporated,8603412.229,90578612.6,2.06422018,8.9,340,80256,730329.6,9.17,9.1,9.31,8.76,6.73515982,4.35779817,Electronic Technology,4.22858764
VLGEA,"Village Super Market, Inc.",8604237.892,297610037.7,,,,16641,370927.89,22.21,22.29,22.6,22,2.72727273,0.26990553,Retail Trade,2.47849772
FKWL,Franklin Wireless Corp.,8607229.151,43719676.95,,,,14481,53724.51,3.64,3.71,3.78,3.64,4.67032967,2.7700831,Electronic Technology,3.77542799
ESSA,"ESSA Bancorp, Inc.",8637695.254,165605450,,,,40274,641162.08,15.67,15.92,16.07,15.35,4.69055375,1.3367282,Finance,3.02173041
NTIP,"Network-1 Technologies, Inc.",8714328.949,33354242.63,,,,11839,27348.09,2.23,2.31,2.31,2.2,5,3.125,Commercial Services,3.6685786
BXC,Bluelinx Holdings Inc.,8748833.476,833913211.4,,,,128289,11770515.75,90.43,91.75,92.8,90.43,2.62081168,0.33902012,Distribution Services,3.23889923
NUBI,Nubia Brand International Corp.,8766001.595,164168554,0.56980057,10.59,419,387077,4083662.35,10.6,,10.61,10.55,0.75829384,0.18993352,Finance,0.87586766
HMPT,Home Point Capital Inc.,8862420.942,321252342.4,0.43290043,2.32,6900,93372,216623.04,2.32,2.32,2.32,2.31,0.43290043,0.43290043,Finance,0.5888426
BEEM,Beam Global,8874199.926,114058069.9,0.60362173,10.25,102262,1008110,10685966,9.96,10.6,11.15,9.93,12.28600201,6.63983903,Producer Manufacturing,7.0566341
RM,Regional Management Corp.,8874625.067,290654229.7,,,,26282,792139.48,30.16,30.14,30.32,29.2598,3.62340139,0.03318951,Finance,4.26138336
BCAN,BYND Cannasoft Enterprises Inc.,8902539.198,132647855.5,,,,25317,88609.5,3.37,,3.51,3.37,4.15430267,0.28653295,Process Industries,7.7277955
GTIM,Good Times Restaurants Inc.,8940345.123,37975917.93,,,,28928,93726.72,3.2,3.24,3.57,3.2,12.03125,1.72684458,Consumer Services,4.59603367
ESCA,"Escalade, Incorporated",8953442.406,185661494.3,,,,39176,529659.52,13.44,13.52,13.98,13.36,4.64071856,1.04633782,Consumer Durables,4.15064304
FTHM,Fathom Holdings Inc.,9008660.203,112763733.7,,,,27799,173465.76,6.18,6.24,6.47,5.99,8.01335559,0.97087379,Technology Services,4.66008585
SSTI,"SoundThinking, Inc.",9054236.047,268172096.4,,,,52420,1147998,21.58,21.9,21.98,21.38,2.80636109,1.48285449,Technology Services,4.04877161
CRVL,CorVel Corp.,9070140.756,3356917216,,,,68665,13446666.95,191.8,195.83,196.8861,191.03,3.06553944,2.04262415,Finance,2.850695
CTIB,Yunhong CTI Ltd.,9075006.174,43138991.75,,,,80017,172836.72,1.98,2.16,2.16,1.902,13.56466877,11.91709845,Producer Manufacturing,6.37400319
GAMB,Gambling.com Group Limited,9076644.787,369424625,-2.24485597,9.5018,355,194648,1921175.76,9.73,9.87,9.94,9.53,4.30220357,1.54320988,Technology Services,3.26091851
ISTR,Investar Holding Corporation,9081277.726,113950354,0.35366932,11.35,210,340376,3910920.24,11.31,11.49,11.49,11.03,4.17044424,1.59151194,Finance,3.45128325
OPAD,Offerpad Solutions Inc.,9089200.953,244168536.9,2.73972603,9.1,3344,176778,1621054.26,9,9.17,9.45,8.64,9.375,4.6803653,Technology Services,13.21252779
CVRX,"CVRx, Inc.",9170170.903,309630474.7,,,,123262,1842766.9,14.94,14.95,15.045,14.34,4.91631799,0.0669344,Health Technology,6.4432535
POWL,"Powell Industries, Inc.",9174085.4,701915172.7,,,,101653,6015824.54,56.26,59.18,61.231,56.26,8.83576253,4.39230905,Producer Manufacturing,3.65470179
BFC,Bank First Corporation,9193943.318,900745976.5,,,,22155,1920838.5,86.08,86.7,86.7,85.32,1.61744023,1.19047619,Finance,3.71261645
BVH,Bluegreen Vacations Holding Corporation,9211149.249,580878530.5,-0.46838407,34,245,86906,2980006.74,34.32,34.45,34.84,33.71,3.35212103,0.38056206,Miscellaneous,3.48046614
SAR,Saratoga Investment Corp New,9248160.6,318111878.2,,,,47468,1274515.8,26.98,26.85,26.99,26.7017,1.16097477,0.63718141,Finance,1.98498773
MCAC,Monterey Capital Acquisition Corporation,9278003.35,121384340,,,,24650,257099.5,10.43,,10.43,10.43,0.19175455,0.19212296,Finance,0.03512055
LVWR,"LiveWire Group, Inc.",9322756.131,2145537143,,,,34514,365848.4,10,10.2,10.61,10,6.1,6,Consumer Durables,7.86837074
ULBI,Ultralife Corporation,9325216.339,80554535.74,,,,19260,96107.4,4.95,4.99,5.2,4.95,5.05050505,0.80808081,Producer Manufacturing,4.99313632
FET,"Forum Energy Technologies, Inc.",9373134.297,258813235.6,,,,69329,1767889.5,25.21,25.5,25.57,24.47,4.49530037,0.47281324,Industrial Services,4.7962673
CVU,"CPI Aerostructures, Inc.",9415963.936,51146812.01,0,3.88,130,127230,517826.1,4.02,4.07,4.1,3.8815,5.66791189,4.89690722,Electronic Technology,5.81072937
NVNO,enVVeno Medical Corporation,9420715.274,27658040.63,,,,16405,47902.6,2.89,2.92,2.97,2.81,5.69395018,0.68965517,Health Technology,8.18511041
TXMD,"TherapeuticsMD, Inc.",9448672.899,40229838.98,,,,36965,144902.8,3.8,3.92,3.9701,3.8,4.47631579,1.81818182,Health Technology,5.71501335
NGS,"Natural Gas Services Group, Inc.",9482776.14,124015831.2,,,,43648,432988.16,9.73,9.92,9.92,9.55,3.87434555,1.95272354,Producer Manufacturing,4.08553078
HOLO,MicroCloud Hologram Inc.,9500421.264,143289932.2,0.76923077,2.62,50954,289575,816601.5,2.6,2.82,2.82,2.56,10.15625,8.46153846,Electronic Technology,7.72176837
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",9588889.207,269403771.8,,,,37642,446057.7,11.78,11.85,12.04,11.435,5.29077394,0.42372881,Retail Trade,3.78154748
UNTC,Unit Corp.,9597285.371,476854659.4,,,,11391,563854.5,49.74,,49.74,49.1,1.40529532,0.91743119,Utilities,2.02939876
ZEUS,"Olympic Steel, Inc.",9755164.835,518108473.5,,,,79188,3685409.52,45.44,46.54,46.8,44.54,5.0740907,2.42077465,Producer Manufacturing,3.80086108
CVCY,Central Valley Community Bancorp,9786503.813,188191580.6,,,,53041,849186.41,15.69,16.01,16.15,15.46,4.46313066,2.49679898,Finance,4.09002213
CZWI,"Citizens Community Bancorp, Inc.",9795481.49,93310464.83,,,,6133,54583.7,8.93,8.9,9.19,8.9,3.42696629,0.16882386,Finance,2.62015778
FRBN,Forbion European Acquisition Corp.,9907252.3,169114686,,,,100111,1070687.145,10.7,,10.7,10.695,0.09350164,0.04677268,Finance,0.0931074
CCLD,"CareCloud, Inc.",9926311.53,47869307.41,4.30463576,3.23,15156,38631,118597.17,3.02,3.07,3.14,3,4.66666667,1.65562914,Technology Services,5.48709915
APT,"Alpha Pro Tech, Ltd.",9931518.205,47046473.22,,,,15863,61231.18,3.81,3.86,3.86,3.77,2.3872679,1.04712042,Process Industries,2.58720126
BGSF,"BGSF, Inc.",9994422.18,107359707.7,,,,27901,276777.92,9.68,9.92,10.13,9.65,4.97409326,1.95272354,Commercial Services,3.19128309
LEGH,Legacy Housing Corporation,10096304.04,526125255.8,,,,29475,636070.5,21.15,21.58,21.58,20.935,3.08096489,2.61531146,Consumer Durables,3.47532836
GENC,"Gencor Industries, Inc.",10190997.42,219865525,,,,97764,1466460,14.4,15,15,14.4,4.23611111,4.2390549,Producer Manufacturing,2.97593337
RMTI,"Rockwell Medical, Inc.",10231483.72,60197288.59,4.8951049,4.5,15129,1377384,6032941.92,4.49,4.39,4.88,4.34,13.59447005,2.0979021,Health Technology,11.6596495
FSTR,L.B. Foster Company,10245514.53,152309958.9,,,,20163,277039.62,13.57,13.74,13.935,13.4777,4.11791329,2.69058296,Producer Manufacturing,3.2150759
BELFB,Bel Fuse Inc.,10284294.19,761204097.3,-1.04595336,57.71,200,195232,11628017.92,58.49,59.56,60.39,58.055,4.02204806,2.12620027,Electronic Technology,3.94685118
RMBL,"RumbleOn, Inc.",10319477.68,181822849.1,-2.70793037,10.07,738,445877,4926940.85,9.86,11.05,11.0984,9.6,15.60833333,6.86653772,Retail Trade,9.97891604
AVTX,"Avalo Therapeutics, Inc.",10351805.7,53726178.28,,,,14834,60374.38,3.98,4.07,4.21,3.8501,9.34780915,3.82653061,Health Technology,13.61030019
LTBR,Lightbridge Corporation,10355925.45,68654035.41,0.56925996,5.4,900,221185,1251907.1,5.44,5.66,5.9386,5.35,12.49719626,7.40037951,Process Industries,7.05273792
VTSI,"VirTra, Inc.",10371814.45,85974037.64,-1.80878553,7.6,500,94133,740826.71,7.62,7.87,8.015,7.5601,6.01711618,1.67958656,Technology Services,5.46610931
PESI,"Perma-Fix Environmental Services, Inc.",10467004.92,149761758,,,,55529,613595.45,11,11.05,11.19,10.84,3.22878229,0.54595086,Industrial Services,5.77640087
ONEW,OneWater Marine Inc.,10494209.25,531915369.6,,,,73308,2476344.24,33.65,33.78,34.19,33.08,3.35550181,0.38632987,Retail Trade,3.74411914
GAME,"GameSquare Holdings, Inc.",10511965.72,35753025.33,0,2.75,100,52970,149375.4,2.85,,2.95,2.76,7.24637681,2.54545455,Consumer Services,8.34315567
CAAS,"China Automotive Systems, Inc.",10520320.16,151230368.4,,,,77832,389938.32,4.85,5.01,5.0999,4.8,6.24791667,3.51239669,Producer Manufacturing,4.97794011
INTT,inTest Corporation,10529870.28,282180128.6,,,,200721,5088277.35,24.61,25.35,25.53,24.37,5.49856381,4.79536999,Electronic Technology,6.40866898
BWMN,Bowman Consulting Group Ltd.,10575735.85,478610190.2,,,,166158,5611155.66,33.25,33.77,34.37,33.07,4.021772,2.2094431,Industrial Services,3.76826636
SFT,"Shift Technologies, Inc.",10597842.06,39000946.67,-1.38095238,2.071,1100,186497,428943.1,2.1,2.3,2.3,2.05,12.19512195,9.52380952,Retail Trade,9.33468509
MPX,Marine Products Corporation,10616454.16,559267921.8,,,,27784,451212.16,16.2,16.24,16.46,16.08,2.36318408,0.37082818,Consumer Durables,3.87734783
MED,MEDIFAST INC,10626408.01,901241913.3,,,,188672,15618268.16,82.3,82.78,83.27,81.12,2.65039448,0.54658083,Commercial Services,2.99017495
HOFT,Hooker Furnishings Corporation,10667134.92,199005415.5,,,,62489,1139174.47,17.95,18.23,18.47,17.8,3.76404494,1.72991071,Consumer Durables,2.96782582
CELC,Celcuity Inc.,10716575.12,247037045.7,,,,103945,1169381.25,10.85,11.25,11.42,10.73,6.4305685,4.74860335,Health Technology,6.46610312
TREE,"LendingTree, Inc.",10787148.06,291266323.4,0.09246417,21.65,1000,405722,9153088.32,21.63,22.61,22.84,21.45,6.48018648,4.29958391,Finance,6.26897315
GRND,Grindr Inc.,10841321.89,1069146736,,,,646548,3976270.2,5.9,6.15,6.49,5.9,10.50847458,4.77001704,Technology Services,5.23921315
VOC,VOC Energy Trust,10890795,134130000,-2.83140283,7.68,400,74439,587323.71,7.76,7.89,7.955,7.62,4.39632546,1.54440154,Miscellaneous,4.54146425
DAC,Danaos Corporation,10908802.63,1351423677,,,,173898,11548566.18,65.21,66.41,66.57,64.77,2.77906438,1.65314557,Transportation,2.88095501
LNN,Lindsay Corporation,10924041.82,1410662989,,,,81360,10426284,126.86,128.15,128.87,125.22,2.91486983,0.69144339,Producer Manufacturing,2.54108109
MSTR,MicroStrategy Incorporated,10937021.28,4061233605,2.25297386,301.89,5613,1893901,593548573.4,300,313.4,315.18,289.69,8.79906107,6.82027336,Technology Services,5.36127408
MLR,"Miller Industries, Inc.",10993782.75,417483397.5,,,,23087,842444.63,36.42,36.49,36.99,35.95,2.89290682,0.57883131,Consumer Durables,2.57336748
GWRS,"Global Water Resources, Inc.",11081562.72,297194525.4,,,,86070,1071571.5,12.42,12.45,12.59,12.3603,1.85836913,0.24154589,Utilities,2.7705369
FTII,FutureTech II Acquisition Corp.,11137790.27,160157500.5,,,,7479,79800.93,10.9104,,10.99,10.65,3.19248826,0.18779343,Finance,6.19873404
BFIN,BankFinancial Corporation,11205425.4,100282548.3,,,,44443,351099.7,7.81,7.9,8.2099,7.81,5.37644046,1.41206675,Finance,3.7289575
ISPR,Ispire Technology Inc.,11212164.86,413687950,4.97981157,7.8,621,24661,192109.19,7.79,7.79,7.79,7.44,4.83870968,4.84522207,Producer Manufacturing,7.61803686
VVX,"V2X, Inc.",11233380.44,1423767834,,,,40484,1859025.28,45.84,45.92,46.05,45.225,1.82421227,0.10900371,Commercial Services,2.28068164
XOMA,XOMA Corporation,11384585.7,214207368.8,,,,89832,1678960.08,16.9,18.69,18.79,16.9,11.18343195,9.29824561,Health Technology,6.36365576
EGRX,"Eagle Pharmaceuticals, Inc.",11386930.56,257899485.9,,,,396710,7815187,18.83,19.7,20.13,18.5,8.81081081,4.39851616,Health Technology,4.6817109
NYXH,Nyxoah SA,11481395.3,236031433.9,,,,5217,42961.995,7.86,,8.235,7.6,8.35526316,4.04295641,Health Technology,7.00009432
PBFS,"Pioneer Bancorp, Inc.",11506354.62,229642705.1,,,,7200,63648,8.6,8.84,8.84,8.5421,3.74615141,3.75586854,Finance,3.74695753
ZDGE,"Zedge, Inc.",11532288.55,30609307.74,1.97044335,2.07,2167,68284,144762.08,2.06,2.12,2.24,2.06,10.19417476,4.43349754,Technology Services,6.36764206
TCBX,"Third Coast Bancshares, Inc.",11542573.3,234804341.7,,,,20361,352041.69,17.05,17.29,17.38,16.81,3.39083879,1.34818288,Finance,2.76977074
FORR,"Forrester Research, Inc.",11555347.2,591168041.3,,,,50757,1562808.03,29.7,30.79,31.01,29.51,5.0830227,3.35683115,Commercial Services,3.32317735
ANTX,"AN2 Therapeutics, Inc.",11653151.5,139481916.1,,,,48360,347224.8,6.98,7.18,7.29,6.8101,7.04688624,2.57142857,Health Technology,12.59573069
INMB,INmune Bio Inc.,11653253.05,164205844.9,,,,45902,420003.3,9.08,9.15,9.5438,8.86,7.71783296,2.00668896,Health Technology,7.08365201
PLCE,"Children's Place, Inc. (The)",11662588.99,259517553.5,-4.96277916,19.15,200,948090,19720272,20.16,20.83,21.54,20.04,7.48502994,3.22580645,Retail Trade,7.85097136
RELL,"Richardson Electronics, Ltd.",11703610.75,255384090.9,,,,132662,2431694.46,18,18.33,18.515,17.98,2.97552836,1.32669983,Electronic Technology,3.83502949
GCO,Genesco Inc.,11733425.77,296616122.2,,,,525475,12406464.75,23.13,23.61,23.92,22.95,4.22657952,1.46110872,Retail Trade,7.04819714
SXI,Standex International Corporation,11762438.58,1654948034,,,,50970,7086868.8,136.88,139.04,139.295,136.64,1.94306206,1.14206736,Electronic Technology,2.28377615
PCYG,"Park City Group, Inc.",11766168.61,166120875.9,,,,46278,418815.9,8.98,9.05,9.07,8.9,1.91011236,0.55555556,Technology Services,4.00846007
IRIX,IRIDEX Corporation,11834811.27,33294893.21,,,,36544,76011.52,2.06,2.08,2.19,2,9.5,3.48258706,Health Technology,6.2652789
LEN.B,Lennar Corporation,11975683.33,34561075700,2.27014756,108.12,499,78721,8404253.96,105.92,106.76,107.7,105.4327,2.15047134,0.98373061,Consumer Durables,2.14145528
VIRC,Virco Manufacturing Corporation,12146205.23,63222843.71,,,,43653,170246.7,3.945,3.9,4.11,3.85,6.75324675,0.51546392,Producer Manufacturing,3.65190613
UEIC,Universal Electronics Inc.,12152634.48,104788097,,,,213887,1743179.05,7.95,8.15,8.22,7.59,8.30039526,2.13032581,Consumer Durables,5.78004278
LE,"Lands' End, Inc.",12174907.42,274019679.4,,,,98363,840020.02,8.48,8.54,8.56,8.31,3.00842359,0.35252644,Retail Trade,7.92569004
AMR,"Alpha Metallurgical Resources, Inc.",12191180.42,2377893309,,,,318928,52396681.12,156.33,164.29,165.1,156.33,5.60992772,4.27138868,Energy Minerals,3.61419409
CASS,"Cass Information Systems, Inc",12198371.5,565668165.1,,,,42763,1763546.12,41.11,41.24,41.69,40.57,2.76066059,0.31622476,Commercial Services,2.71516279
MCAA,Mountain & Co. I Acquisition Corp.,12215038,195100318.2,,,,14152,153690.72,10.86,,10.97,10.86,1.10497238,0.0921659,Finance,0.71066495
EVGIF,EverGen Infrastructure Corp.,12267832.98,28659150,,,,21113,43703.91,2.15,,2.155,2.07,5.55555556,1.47058824,Commercial Services,1.02657005
LEU,Centrus Energy Corp.,12313644.04,556542618.2,,,,167406,6018245.7,35.15,35.95,36.2,34.6686,4.41725365,1.55367232,Non-Energy Minerals,5.54699992
SWKH,SWK Holdings Corporation,12434370.7,221189794.8,,,,10103,174377.78,17.11,17.26,17.56,17.035,3.08189023,0.93567251,Finance,2.49649934
LAZY,"Lazydays Holdings, Inc.",12467102.7,150473482.7,,,,102748,1116870.76,10.87,10.87,11.21,10.87,4.04783809,0.92850511,Retail Trade,5.0461775
FMAO,"Farmers & Merchants Bancorp, Inc.",12518824.32,324942114,,,,14326,341531.84,22.72,23.84,23.84,22.72,5.14964789,5.16100573,Finance,4.75163809
CTG,"Computer Task Group, Incorporated",12543748.75,107364187.1,-1.08548168,7.29,200,28127,207858.53,7.23,7.39,7.39,7.1996,2.64459137,0.27137042,Commercial Services,3.72190567
BCDA,"BioCardia, Inc.",12571690.46,50345526.01,,,,42394,105561.06,2.41,2.49,2.5,2.325,7.52688172,6.41025641,Health Technology,7.22622583
SAH,"Sonic Automotive, Inc.",12586086.53,1621865256,,,,281218,12876972.22,44.83,45.79,45.865,44.58,2.8824585,2.18701183,Retail Trade,3.68844119
AGX,"Argan, Inc.",12637398.45,536962213.1,,,,44242,1771449.68,39.99,40.04,40.4199,39.75,1.68528302,0.6789037,Industrial Services,2.85977029
GHL,"Greenhill & Co., Inc.",12641702.48,275081936.9,,,,232665,3403888.95,14.61,14.63,14.66,14.6,0.4109589,0.06839945,Finance,0.83012668
NVEE,"NV5 Global, Inc.",12645917.83,1755704828,,,,663639,74174931.03,103.23,111.77,119.56,103.23,15.81904485,7.61602157,Industrial Services,3.50780706
EGLE,Eagle Bulk Shipping Inc.,12778961.61,638281716.4,0.41933348,45.9076,1244,468157,21792708.35,45.35,46.54,46.55,44.2982,5.08327652,2.73670271,Transportation,2.96683892
VRTV,Veritiv Corporation,12880283.39,1688852007,,,,98251,12248952.17,122.67,124.67,124.9,121.81,2.53673754,1.39894266,Distribution Services,3.55500759
MPB,Mid Penn Bancorp,12893177.96,385765633.3,,,,40825,990006.25,24.13,24.25,24.52,23.79,3.06851618,0.49730626,Finance,3.97381771
UBX,"Unity Biotechnology, Inc.",12896135.66,48984780.01,0,3.2,2200,186268,635173.88,3.19,3.41,3.46,3.15,9.84126984,6.5625,Health Technology,9.49104097
SRTS,"Sensus Healthcare, Inc.",12919956.94,48206489.3,,,,45863,134837.22,2.92,2.94,2.97,2.86,3.84615385,0.68493151,Health Technology,5.5987646
ICD,"Independence Contract Drilling, Inc.",12924526.84,37968461.93,,,,40595,109606.5,2.66,2.7,2.73,2.65,3.01886792,0.37174721,Industrial Services,5.35593239
DCO,Ducommun Incorporated,13191617.78,636442117.9,,,,63685,2845445.8,44.06,44.68,44.81,43.84,2.21259124,0.99457505,Electronic Technology,2.4613693
MDGL,"Madrigal Pharmaceuticals, Inc.",13265943.2,4489443260,6.10840264,265,8899,582604,143011803.9,257.9,245.47,258.96,239.04,8.33333333,0.56536523,Health Technology,4.62487987
GRIN,Grindrod Shipping Holdings Ltd.,13307456.88,191604550.4,,,,36330,357487.2,8.61,9.84,9.86,8.61,15.44715447,15.35756155,Transportation,8.07046771
OFS,OFS Capital Corporation,13323579.77,143359435.4,,,,130426,1395558.2,10.29,10.7,10.75,10.22,5.67514677,5.2114061,Finance,2.792443
QUIK,QuickLogic Corporation,13345044.8,105272317.1,,,,17836,137158.84,7.69,7.69,7.83,7.62,2.75590551,0.13020833,Electronic Technology,5.20649825
MCRI,"Monarch Casino & Resort, Inc.",13382559.76,1350355158,,,,88138,6219898.66,69.97,70.57,70.8,69.31,2.14976194,0.52706553,Consumer Services,2.12273578
ACRV,"Acrivon Therapeutics, Inc.",13471479.07,281529602.7,,,,58894,756198.96,12.4,12.84,13.16,11.5001,14.43378753,2.72,Health Technology,5.81388787
AMOT,"Allied Motion Technologies, Inc.",13517806.23,629955670,,,,43767,1705599.99,38.15,38.97,39.06,38.03,2.70838811,2.25662556,Producer Manufacturing,3.0513002
MKC.V,"McCormick & Company, Incorporated",13529794.88,25429279152,,,,5014,470062.5,91.9,,94.2,91.9,2.8835691,2.40305844,Consumer Non-Durables,1.36545345
